lineup,poss_total,PM_p40,plus_minus,net_rtg,minutes,o_poss,d_poss,pts_for,pts_against,o_eFG%,o_TOV%,o_orbR,o_ftaR,off_rtg,d_eFG%,d_TOV%,d_orbR,d_ftaR,def_rtg,rel_PM_p40,rel_off_rtg,rel_def_rtg,rel_net_rtg,team_minutes,team_plus_minus,team_pts_for,team_pts_against,team_o_poss,team_d_poss,team_poss_total,team_off_rtg,team_def_rtg,team_net_rtg,team_PM_p40
JL-AM-IK-MH-CH,44.85,30.612,10,45.513,13.067,22.32,22.53,27,17,0.594,0.314,0.179,0.562,120.968,0.636,0.488,0.044,0.364,75.455,24.612,8.843,-30.438,39.282,40.0,6,75,69,66.89,65.16,132.05,112.124,105.893,6.231,6.0
AM-IK-ZO-KJ-CH,26.737,18.462,4,21.449,8.667,13.79,12.947,20,16,0.667,0.145,0.218,0.0,145.033,0.625,0.232,0.232,0.167,123.584,12.462,32.908,17.69,15.218,40.0,6,75,69,66.89,65.16,132.05,112.124,105.893,6.231,6.0
AM-ZO-MH-PR-CH,9.92,134.694,11,203.354,3.267,5.33,4.59,12,1,0.917,0.0,0.188,0.167,225.141,0.0,0.436,0.654,0.4,21.786,128.694,113.016,-84.107,197.123,40.0,6,75,69,66.89,65.16,132.05,112.124,105.893,6.231,6.0
JL-AM-IK-MH-PR,14.8,-58.752,-4,-63.004,2.723,7.8,7.0,4,8,0.5,0.641,0.0,1.0,51.282,0.4,0.0,0.0,1.0,114.286,-64.752,-60.842,8.393,-69.235,40.0,6,75,69,66.89,65.16,132.05,112.124,105.893,6.231,6.0
AC-IK-ZO-KJ-PR,7.903,-52.174,-3,-57.647,2.3,3.73,4.173,5,8,0.5,0.0,0.268,0.5,134.048,0.75,0.0,0.479,1.0,191.695,-58.174,21.924,85.802,-63.878,40.0,6,75,69,66.89,65.16,132.05,112.124,105.893,6.231,6.0
JL-AM-IK-KJ-CH,3.59,-52.174,-3,-112.782,2.3,0.93,2.66,0,3,0.0,1.075,1.075,0.0,0.0,0.333,0.376,0.752,0.667,112.782,-58.174,-112.124,6.889,-119.013,40.0,6,75,69,66.89,65.16,132.05,112.124,105.893,6.231,6.0
JL-AM-AC-MH-PR,7.46,-38.035,-2,-60.684,2.103,3.8,3.66,6,8,0.667,0.0,0.0,0.667,157.895,0.7,0.0,0.546,0.4,218.579,-44.035,45.77,112.686,-66.916,40.0,6,75,69,66.89,65.16,132.05,112.124,105.893,6.231,6.0
JL-AM-IK-KJ-PR,5.93,-48.485,-2,-66.667,1.65,2.93,3.0,0,2,0.0,0.683,0.341,0.0,0.0,0.333,0.0,0.0,0.0,66.667,-54.485,-112.124,-39.227,-72.898,40.0,6,75,69,66.89,65.16,132.05,112.124,105.893,6.231,6.0
AM-AC-ZO-MH-CH,4.66,-134.454,-4,-222.222,1.19,2.86,1.8,0,4,0.0,0.699,0.699,0.0,0.0,1.0,0.0,0.0,2.0,222.222,-140.454,-112.124,116.329,-228.453,40.0,6,75,69,66.89,65.16,132.05,112.124,105.893,6.231,6.0
AC-IK-ZO-MH-CH,3.0,0.0,0,0.0,1.117,1.0,2.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-6.0,-112.124,-105.893,-6.231,40.0,6,75,69,66.89,65.16,132.05,112.124,105.893,6.231,6.0
AM-IK-MH-PR-CH,1.8,-90.566,-2,-250.0,0.883,1.0,0.8,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,-96.566,-112.124,144.107,-256.231,40.0,6,75,69,66.89,65.16,132.05,112.124,105.893,6.231,6.0
AM-IK-KJ-PR-CH,1.0,0.0,0,0.0,0.55,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-112.124,-105.893,-6.231,40.0,6,75,69,66.89,65.16,132.05,112.124,105.893,6.231,6.0
JL-AM-ZO-MH-CH,0.0,0.0,0,0.0,0.183,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-112.124,-105.893,-6.231,40.0,6,75,69,66.89,65.16,132.05,112.124,105.893,6.231,6.0
AM-IK-ZO-MH-CH,0.4,0.0,1,250.0,0.0,0.4,0.0,1,0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,-6.0,137.876,-105.893,243.769,40.0,6,75,69,66.89,65.16,132.05,112.124,105.893,6.231,6.0
