lineup,interval,interval_num,possessions,minutes,plusminus_per40,netrating,plusminus
JHUN-MJON-KJOH-EFOY-EWED,Interval 1,1,10.46,5.15,15.53,19.11,2
JHUN-MJON-KJOH-EWED-NBER,Interval 1,1,2.5,1.4,57.14,80.0,2
JHUN-SMUR-KJOH-EFOY-MAFE,Interval 1,1,1.0,0.21,380.95,200.0,2
MHAS-MJON-ASHO-EWED-NBER,Interval 1,1,1.9,2.08,38.46,105.54,2
MHAS-ZAOK-KJOH-EFOY-EWED,Interval 1,1,3.76,2.29,52.4,79.68,3
JHUN-MJON-ASHO-AKUR-EFOY,Interval 1,1,3.5,2.12,0.0,0.0,0
JHUN-KJOH-EFOY-EWED-NBER,Interval 1,1,9.14,6.17,0.0,0.0,0
MJON-SMUR-KJOH-EWED-ECLA,Interval 1,1,1.7,0.14,-285.71,-58.82,-1
MHAS-ASHO-EFOY-EWED-ECLA,Interval 1,1,4.43,2.58,15.5,22.57,1
JHUN-SMUR-KJOH-EWED-ECLA,Interval 1,1,1.5,0.81,-98.77,-133.33,-2
MHAS-JHUN-ASHO-AKUR-EFOY,Interval 1,1,0.9,0.68,58.82,111.11,1
MHAS-KJOH-ASHO-EFOY-ECLA,Interval 1,1,5.86,3.62,-22.1,-34.1,-2
MHAS-MJON-KJOH-EFOY-MAFE,Interval 1,1,1.96,0.43,186.05,101.78,2
MHAS-EFOY-EWED-MAFE-NBER,Interval 1,1,2.96,1.97,-60.91,-101.18,-3
MHAS-SMUR-KJOH-EWED-ECLA,Interval 1,1,1.1,0.21,-190.48,-90.91,-1
MHAS-JHUN-ASHO-EFOY-ECLA,Interval 1,1,2.4,1.83,-65.57,-125.0,-3
MJON-ZAOK-ASHO-EWED-MAFE,Interval 1,1,1.86,1.07,37.38,53.62,1
JHUN-ZAOK-KJOH-EFOY-ECLA,Interval 1,1,3.43,2.68,-14.93,-29.15,-1
JHUN-ZAOK-ASHO-EFOY-ECLA,Interval 1,1,1.36,1.18,-101.69,-220.59,-3
JHUN-MJON-KJOH-AKUR-EFOY,Interval 1,1,3.49,2.78,-57.55,-114.74,-4
MJON-ZAOK-KJOH-EFOY-NBER,Interval 1,1,4.5,3.05,-26.23,-44.44,-2
MHAS-MJON-KJOH-ASHO-MAFE,Interval 1,1,1.2,0.98,122.45,250.0,3
MHAS-JHUN-MJON-EWED-MAFE,Interval 1,1,1.13,0.85,141.18,265.02,3
MJON-SMUR-EFOY-EWED-MAFE,Interval 1,1,0.96,0.83,48.19,103.63,1
JHUN-SMUR-KJOH-ASHO-MAFE,Interval 1,1,1.5,0.88,90.91,133.33,2
MHAS-SMUR-ZAOK-EWED-ECLA,Interval 1,1,4.46,2.28,-35.09,-44.79,-2
