lineup,interval,interval_num,possessions,minutes,plusminus_per40,netrating,plusminus
EVIL-CABR-JVIL-TWAL-CKPE,Interval 4,4,2.5,1.9,-63.16,-120.0,-3
JCHI-ATUH-ADAR-TWAL-CKPE,Interval 4,4,0.93,0.9,-88.89,-215.05,-2
EVIL-KGAR-MALS-DMEN-TWAL,Interval 4,4,0.7,0.42,95.24,142.86,1
EVIL-ATUH-KGAR-TWAL-CKPE,Interval 4,4,3.06,1.5,-80.0,-97.94,-3
JCHI-EVIL-ATUH-MALS-TWAL,Interval 4,4,5.03,2.77,-101.08,-139.17,-7
ATUH-MALS-JVIL-TWAL-CKPE,Interval 4,4,1.56,1.3,-61.54,-127.8,-2
EVIL-ATUH-CABR-JVIL-CKPE,Interval 4,4,1.5,0.99,0.0,0.0,0
ATUH-KGAR-MALS-CABR-CKPE,Interval 4,4,3.76,2.98,40.27,79.68,3
EVIL-MALS-CABR-TWAL-CKPE,Interval 4,4,4.36,2.63,0.0,0.0,0
JCHI-ATUH-MALS-DMEN-CKPE,Interval 4,4,0.4,0.27,0.0,0.0,0
EVIL-ATUH-KGAR-JVIL-DMEN,Interval 4,4,3.83,1.82,-87.91,-104.44,-4
ATUH-KGAR-CABR-TWAL-CKPE,Interval 4,4,15.65,10.98,-43.72,-76.69,-12
EVIL-KGAR-MALS-CABR-TWAL,Interval 4,4,2.0,0.98,-81.63,-100.0,-2
EVIL-ATUH-MALS-CABR-TWAL,Interval 4,4,3.57,2.08,-38.46,-56.1,-2
JCHI-ATUH-ADAR-MALS-CKPE,Interval 4,4,0.86,0.52,-153.85,-231.21,-2
ATUH-KGAR-CABR-DMEN-TWAL,Interval 4,4,0.4,0.0,inf,500.0,2
JCHI-KGAR-MALS-TWAL-CKPE,Interval 4,4,1.0,0.59,-135.59,-200.0,-2
EVIL-KGAR-CABR-JVIL-ACOV,Interval 4,4,0.4,0.0,inf,500.0,2
JCHI-EVIL-MALS-JVIL-CKPE,Interval 4,4,1.0,0.54,0.0,0.0,0
ATUH-JVIL-DMEN-TWAL-ACOV,Interval 4,4,2.43,1.41,-141.84,-205.76,-5
EVIL-ATUH-KGAR-DMEN-TWAL,Interval 4,4,16.32,10.11,15.83,24.5,4
EVIL-ATUH-MALS-DMEN-TWAL,Interval 4,4,5.93,2.83,56.54,67.45,4
JCHI-ATUH-CABR-TWAL-ACOV,Interval 4,4,0.93,0.9,-88.89,-215.05,-2
JCHI-ATUH-KGAR-CABR-ACOV,Interval 4,4,3.43,1.98,-40.4,-58.31,-2
EVIL-ATUH-CABR-TWAL-ACOV,Interval 4,4,11.99,8.09,-34.61,-58.38,-7
EVIL-ATUH-KGAR-TWAL-ACOV,Interval 4,4,17.17,10.58,26.47,40.77,7
EVIL-ATUH-MALS-TWAL-CKPE,Interval 4,4,2.0,1.13,0.0,0.0,0
EVIL-MALS-JVIL-TWAL-CKPE,Interval 4,4,3.0,2.18,-146.79,-266.67,-8
EVIL-ATUH-JVIL-TWAL-CKPE,Interval 4,4,6.1,2.77,-101.08,-114.85,-7
ATUH-KGAR-MALS-TWAL-CKPE,Interval 4,4,0.4,0.28,-142.86,-250.0,-1
EVIL-ATUH-MALS-JVIL-TWAL,Interval 4,4,1.2,0.87,0.0,0.0,0
EVIL-ATUH-MALS-CABR-CKPE,Interval 4,4,2.0,0.8,0.0,0.0,0
JCHI-EVIL-JVIL-TWAL-ACOV,Interval 4,4,1.5,0.82,0.0,0.0,0
JCHI-EVIL-ATUH-DMEN-TWAL,Interval 4,4,2.46,1.15,69.57,81.14,2
KGAR-CABR-JVIL-DMEN-TWAL,Interval 4,4,2.4,1.23,32.52,41.67,1
EVIL-ATUH-KGAR-CABR-CKPE,Interval 4,4,4.9,2.95,0.0,0.0,0
EVIL-ATUH-KGAR-MALS-DMEN,Interval 4,4,2.9,1.47,-54.42,-69.08,-2
EVIL-ATUH-CABR-TWAL-CKPE,Interval 4,4,22.05,14.36,5.57,9.07,2
EVIL-ATUH-CABR-DMEN-TWAL,Interval 4,4,23.87,14.73,-16.29,-25.14,-6
ATUH-MALS-JVIL-DMEN-TWAL,Interval 4,4,3.5,2.23,53.81,85.71,3
JCHI-ADAR-KGAR-TWAL-CKPE,Interval 4,4,2.1,1.0,0.0,0.0,0
EVIL-ATUH-KGAR-JVIL-TWAL,Interval 4,4,4.86,3.2,-12.5,-20.58,-1
ATUH-MALS-CABR-TWAL-CKPE,Interval 4,4,5.1,3.25,73.85,117.65,6
ATUH-KGAR-MALS-JVIL-TWAL,Interval 4,4,2.86,1.88,42.55,69.81,2
ATUH-KGAR-JVIL-DMEN-TWAL,Interval 4,4,1.33,0.7,228.57,300.75,4
ATUH-CABR-JVIL-DMEN-TWAL,Interval 4,4,1.5,0.78,102.56,133.33,2
ATUH-KGAR-CABR-TWAL-ACOV,Interval 4,4,8.2,5.2,84.62,134.23,11
EVIL-ATUH-DMEN-TWAL-ACOV,Interval 4,4,16.74,9.44,-16.95,-23.89,-4
EVIL-ATUH-CABR-JVIL-DMEN,Interval 4,4,2.63,2.23,35.87,76.13,2
EVIL-KGAR-CABR-JVIL-DMEN,Interval 4,4,3.23,2.43,-32.92,-61.92,-2
ATUH-KGAR-DMEN-TWAL-ACOV,Interval 4,4,1.66,0.94,85.11,120.12,2
JCHI-KGAR-MALS-CABR-DMEN,Interval 4,4,4.0,2.23,35.87,50.0,2
ATUH-KGAR-MALS-CABR-DMEN,Interval 4,4,2.4,1.47,0.0,0.0,0
ATUH-CABR-JVIL-TWAL-ACOV,Interval 4,4,3.93,2.23,-35.87,-50.89,-2
EVIL-ATUH-JVIL-TWAL-ACOV,Interval 4,4,15.86,10.21,-23.51,-37.84,-6
JCHI-KGAR-MALS-CABR-ACOV,Interval 4,4,4.83,2.65,30.19,41.41,2
EVIL-KGAR-DMEN-TWAL-ACOV,Interval 4,4,4.43,2.78,28.78,45.15,2
EVIL-KGAR-CABR-TWAL-CKPE,Interval 4,4,4.3,2.12,113.21,139.53,6
EVIL-KGAR-JVIL-DMEN-TWAL,Interval 4,4,5.12,4.32,-27.78,-58.54,-3
EVIL-KGAR-CABR-DMEN-TWAL,Interval 4,4,8.0,4.15,28.92,37.52,3
EVIL-ATUH-KGAR-MALS-TWAL,Interval 4,4,5.4,3.32,24.1,37.04,2
ATUH-MALS-JVIL-TWAL-ACOV,Interval 4,4,5.13,2.83,-42.4,-58.45,-3
JCHI-EVIL-MALS-DMEN-TWAL,Interval 4,4,3.0,1.26,-31.75,-33.33,-1
EVIL-KGAR-MALS-TWAL-ACOV,Interval 4,4,4.0,2.47,16.19,25.03,1
ATUH-KGAR-MALS-TWAL-ACOV,Interval 4,4,4.9,2.58,62.02,81.63,4
EVIL-MALS-CABR-JVIL-DMEN,Interval 4,4,6.5,3.82,41.88,61.54,4
EVIL-ATUH-CABR-JVIL-TWAL,Interval 4,4,17.73,10.16,66.93,95.87,17
EVIL-ATUH-JVIL-DMEN-TWAL,Interval 4,4,97.8,56.27,11.37,16.36,16
ATUH-KGAR-CABR-JVIL-TWAL,Interval 4,4,9.29,5.65,0.0,0.0,0
EVIL-ATUH-MALS-TWAL-ACOV,Interval 4,4,9.43,6.14,32.57,53.02,5
