lineup,interval,interval_num,possessions,minutes,plusminus_per40,netrating,plusminus
CGAL-HRHO-DMOO-MTHA-TREI,Interval 4,4,3.76,3.14,-12.74,-26.6,-1
ARAN-HRHO-JRHO-DMOO-MTHA,Interval 4,4,4.1,2.3,17.39,24.39,1
CGAL-HRHO-DMOO-KHOR-TREI,Interval 4,4,17.32,10.78,-25.97,-40.42,-7
CGAL-HRHO-DMOO-KHOR-MTHA,Interval 4,4,0.86,0.33,0.0,0.0,0
CGAL-HRHO-KHOR-MTHA-TREI,Interval 4,4,13.25,8.85,49.72,83.01,11
HRHO-JRHO-LAMO-DMOO-MTHA,Interval 4,4,0.5,0.24,0.0,0.0,0
ARAN-LAMO-DMOO-MTHA-TREI,Interval 4,4,0.4,0.0,-inf,-250.0,-1
ARAN-HRHO-JRHO-DMOO-KHOR,Interval 4,4,33.5,19.43,-24.7,-35.82,-12
ARAN-HRHO-DMOO-KHOR-MTHA,Interval 4,4,6.73,4.5,-88.89,-148.59,-10
ARAN-HRHO-DMOO-MTHA-TREI,Interval 4,4,2.9,1.75,-22.86,-34.48,-1
ARAN-HRHO-JRHO-KHOR-MTHA,Interval 4,4,7.93,4.42,-45.25,-63.05,-5
ARAN-LAMO-KHOR-MTHA-TREI,Interval 4,4,1.43,0.55,0.0,0.0,0
ARAN-HRHO-JRHO-KHOR-TREI,Interval 4,4,20.56,12.98,15.41,24.32,5
ARAN-CGAL-DMOO-KHOR-TREI,Interval 4,4,11.73,7.81,5.12,8.52,1
HRHO-DMOO-KHOR-MTHA-TREI,Interval 4,4,0.5,0.13,615.38,400.0,2
ARAN-CGAL-HRHO-DMOO-TREI,Interval 4,4,1.5,1.3,123.08,266.67,4
ARAN-CGAL-DMOO-KHOR-MTHA,Interval 4,4,3.4,2.08,19.23,29.41,1
CGAL-HRHO-JRHO-DMOO-KHOR,Interval 4,4,3.96,2.75,-72.73,-126.1,-5
ARAN-LAMO-DMOO-KHOR-TREI,Interval 4,4,2.96,2.3,-17.39,-33.73,-1
CGAL-HRHO-JRHO-KHOR-TREI,Interval 4,4,11.78,9.15,13.11,25.46,3
ARAN-CGAL-HRHO-JRHO-TREI,Interval 4,4,1.0,0.9,88.89,200.0,2
ARAN-CGAL-KHOR-MTHA-TREI,Interval 4,4,21.29,10.59,-37.77,-46.97,-10
ARAN-JRHO-LAMO-DMOO-MTHA,Interval 4,4,3.16,2.17,55.3,94.79,3
