combo_string,interval_num,minutes,PM_p40,rel_PM_p40,rel_off_rtg,rel_def_rtg,rel_net_rtg,pts_for,pts_against,o_poss,d_poss,plus_minus,off_rtg,def_rtg,net_rtg,team_minutes,team_plus_minus,team_pts_for,team_pts_against,team_o_poss,team_d_poss,team_poss_total,team_off_rtg,team_def_rtg,team_net_rtg,team_PM_p40,combo_size,interval_len,interval_start,interval_end,player1,player2,player3
AC-ZO-CH,2,22.684,-12.343502027861048,-15.112796703892034,3.9008666495561357,33.72267032500899,-29.821803675452855,44,51,38.04,36.52,-7,115.66771819137752,139.6495071193866,-23.981788928009095,1299.97,90,2390,2300,2138.38,2171.3099999999995,4309.69,111.76685154182138,105.92683679437762,5.84001474744376,2.7692946760309853,3,3,251228,260102,AC,ZO,CH
JL-AM-AC,2,22.527,14.20517601100901,11.435881334978024,-3.5315574241743235,-0.2832449122536218,-3.2483125119207017,46,38,42.5,35.97,8,108.23529411764706,105.643591882124,2.5917022355230586,1299.97,90,2390,2300,2138.38,2171.3099999999995,4309.69,111.76685154182138,105.92683679437762,5.84001474744376,2.7692946760309853,3,3,251228,260102,JL,AM,AC
AM-PR-CH,2,21.676000000000002,-1.8453589223103892,-4.614653598341374,-16.645648718869566,-10.26166489602187,-6.383983822847696,31,32,32.59,33.45,-1,95.12120282295182,95.66517189835575,-0.5439690754039361,1299.97,90,2390,2300,2138.38,2171.3099999999995,4309.69,111.76685154182138,105.92683679437762,5.84001474744376,2.7692946760309853,3,3,251228,260102,AM,PR,CH
ZO-MH-CH,2,20.121,-27.83161870682372,-30.600913382854703,-15.975850090442577,8.959499064825522,-24.9353491552681,33,47,34.45,40.91,-14,95.7910014513788,114.88633585920314,-19.09533440782434,1299.97,90,2390,2300,2138.38,2171.3099999999995,4309.69,111.76685154182138,105.92683679437762,5.84001474744376,2.7692946760309853,3,3,251228,260102,ZO,MH,CH
IK-MH-PR,2,19.761,20.24189059258135,17.472595916550365,16.379132363043055,1.1080298134198898,15.271102549623166,50,40,39.018,37.370999999999995,10,128.14598390486444,107.03486660779751,21.111117297066926,1299.97,90,2390,2300,2138.38,2171.3099999999995,4309.69,111.76685154182138,105.92683679437762,5.84001474744376,2.7692946760309853,3,3,251228,260102,IK,MH,PR
JL-MH-PR,2,19.573,18.39268379911102,15.623389123080035,12.086842987534567,-0.54106941959256,12.627912407127127,47,38,37.948,36.058,9,123.85369452935595,105.38576737478506,18.467927154570887,1299.97,90,2390,2300,2138.38,2171.3099999999995,4309.69,111.76685154182138,105.92683679437762,5.84001474744376,2.7692946760309853,3,3,251228,260102,JL,MH,PR
AC-ZO-PR,2,19.434,-6.1747452917567145,-8.944039967787699,19.149563362508957,29.33886368871417,-10.189300326205213,39,42,29.79,31.05,-3,130.91641490433034,135.2657004830918,-4.349285578761453,1299.97,90,2390,2300,2138.38,2171.3099999999995,4309.69,111.76685154182138,105.92683679437762,5.84001474744376,2.7692946760309853,3,3,251228,260102,AC,ZO,PR
AC-ZO-MH,2,16.872,0.0,-2.7692946760309853,2.617897158351923,4.5889033261850045,-1.9710061678330817,33,33,28.85,29.86,0,114.3847487001733,110.51574012056263,3.8690085796106786,1299.97,90,2390,2300,2138.38,2171.3099999999995,4309.69,111.76685154182138,105.92683679437762,5.84001474744376,2.7692946760309853,3,3,251228,260102,AC,ZO,MH
JL-ZO-CH,2,16.436,-36.505232416646386,-39.274527092677374,-5.866700255890976,25.81335928405376,-31.680059539944736,28,43,26.44,32.64,-15,105.9001512859304,131.74019607843138,-25.840044792500976,1299.97,90,2390,2300,2138.38,2171.3099999999995,4309.69,111.76685154182138,105.92683679437762,5.84001474744376,2.7692946760309853,3,3,251228,260102,JL,ZO,CH
JL-IK-PR,2,15.911,25.1398403620137,22.370545685982716,27.82368289051044,-4.600089699605434,32.423772590115874,42,32,30.088,31.581,10,139.59053443233182,101.32674709477219,38.263787337559634,1299.97,90,2390,2300,2138.38,2171.3099999999995,4309.69,111.76685154182138,105.92683679437762,5.84001474744376,2.7692946760309853,3,3,251228,260102,JL,IK,PR
AC-PR-CH,2,15.600000000000001,5.128205128205128,2.3589104521741424,-6.680680881880235,-8.427896565467066,1.7472156835868304,25,23,23.79,23.59,2,105.08617065994115,97.49894022891056,7.587230431030591,1299.97,90,2390,2300,2138.38,2171.3099999999995,4309.69,111.76685154182138,105.92683679437762,5.84001474744376,2.7692946760309853,3,3,251228,260102,AC,PR,CH
AM-IK-CH,3,62.227,8.356501197229498,6.510404154061596,4.777884623170948,-6.2729435492809955,11.050828172451943,105,92,95.02799999999999,91.94500000000001,13,110.49374921075893,100.05981836967752,10.43393084108142,1300.0400000000002,60,2200,2140,2081.05,2012.5500000000004,4093.6000000000004,105.71586458758799,106.33276191895851,-0.6168973313705237,1.8460970431679022,3,3,260104,260115,AM,IK,CH
AM-IK-MH,3,62.22,3.2144005143040824,1.3683034711361801,1.9059968644949095,3.7309878767152185,-1.824991012220309,106,101,98.493,91.765,5,107.6218614520829,110.06374979567373,-2.4418883435908327,1300.0400000000002,60,2200,2140,2081.05,2012.5500000000004,4093.6000000000004,105.71586458758799,106.33276191895851,-0.6168973313705237,1.8460970431679022,3,3,260104,260115,AM,IK,MH
AM-MH-CH,3,62.181,1.9298499541660636,0.0837529109981614,1.6066839783267568,4.5169112836558725,-2.9102273053291157,109,106,101.563,95.625,3,107.32254856591474,110.84967320261438,-3.5271246366996394,1300.0400000000002,60,2200,2140,2081.05,2012.5500000000004,4093.6000000000004,105.71586458758799,106.33276191895851,-0.6168973313705237,1.8460970431679022,3,3,260104,260115,AM,MH,CH
JL-IK-CH,3,59.284,11.470211186829498,9.624114143661597,14.256214637610512,-1.075560855068531,15.331775492679043,110,93,91.688,88.355,17,119.9720792251985,105.25720106388998,14.714878161308519,1300.0400000000002,60,2200,2140,2081.05,2012.5500000000004,4093.6000000000004,105.71586458758799,106.33276191895851,-0.6168973313705237,1.8460970431679022,3,3,260104,260115,JL,IK,CH
